SolutionNum,Move1,Move2,Move3,Move4,Move5,Move6,Move7,Move8,Move9,Move10,Move11,Move12,Move13
147,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(6, 4)","(2, 7)","(10, 8)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
148,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(6, 4)","(2, 7)","(11, 4)","(10, 8)","(4, 13)","(12, 14)","(15, 13)"
149,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(6, 4)","(10, 8)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
150,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(6, 13)","(2, 9)","(12, 14)","(15, 6)","(6, 13)","(14, 12)","(11, 13)"
151,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(6, 13)","(2, 9)","(15, 6)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
152,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(6, 13)","(12, 14)","(2, 9)","(15, 6)","(6, 13)","(14, 12)","(11, 13)"
153,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(6, 13)","(12, 14)","(15, 6)","(2, 9)","(6, 13)","(14, 12)","(11, 13)"
154,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(6, 13)","(15, 6)","(2, 9)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
155,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(6, 13)","(15, 6)","(12, 14)","(2, 9)","(6, 13)","(14, 12)","(11, 13)"
156,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(10, 3)","(11, 13)","(13, 6)","(2, 9)","(3, 10)","(15, 6)","(6, 13)"
157,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(2, 9)","(15, 6)","(6, 13)"
158,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(15, 6)","(2, 9)","(6, 13)"
159,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(2, 7)"
160,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(10, 3)","(11, 13)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(4, 1)"
161,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(10, 8)","(6, 4)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
162,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(11, 13)","(10, 3)","(13, 6)","(2, 9)","(3, 10)","(15, 6)","(6, 13)"
163,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(2, 9)","(15, 6)","(6, 13)"
164,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(15, 6)","(2, 9)","(6, 13)"
165,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(2, 7)"
166,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(12, 5)","(14, 12)","(11, 13)","(10, 3)","(13, 6)","(3, 10)","(15, 6)","(6, 4)","(4, 1)"
167,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(11, 4)","(14, 5)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
168,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(11, 4)","(15, 13)","(12, 14)","(14, 5)","(3, 8)","(4, 13)"
169,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(11, 4)","(15, 13)","(12, 14)","(14, 5)","(4, 6)","(3, 10)"
170,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(11, 4)","(15, 13)","(12, 14)","(14, 5)","(4, 6)","(6, 1)"
171,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(14, 5)","(3, 8)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
172,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(14, 5)","(11, 4)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
173,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(15, 13)","(11, 4)","(12, 14)","(14, 5)","(3, 8)","(4, 13)"
174,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(15, 13)","(11, 4)","(12, 14)","(14, 5)","(4, 6)","(3, 10)"
175,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(15, 13)","(11, 4)","(12, 14)","(14, 5)","(4, 6)","(6, 1)"
176,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(15, 13)","(12, 14)","(11, 4)","(14, 5)","(3, 8)","(4, 13)"
177,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(15, 13)","(12, 14)","(11, 4)","(14, 5)","(4, 6)","(3, 10)"
178,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(15, 13)","(12, 14)","(11, 4)","(14, 5)","(4, 6)","(6, 1)"
179,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(15, 13)","(12, 14)","(14, 5)","(3, 8)","(11, 4)","(4, 13)"
180,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(15, 13)","(12, 14)","(14, 5)","(11, 4)","(3, 8)","(4, 13)"
181,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(15, 13)","(12, 14)","(14, 5)","(11, 4)","(4, 6)","(3, 10)"
182,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 3)","(15, 13)","(12, 14)","(14, 5)","(11, 4)","(4, 6)","(6, 1)"
183,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 8)","(7, 9)","(11, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
184,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 8)","(7, 9)","(15, 13)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
185,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 8)","(11, 13)","(7, 9)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
186,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 8)","(11, 13)","(14, 12)","(7, 9)","(6, 13)","(12, 14)","(15, 13)"
187,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 8)","(15, 13)","(7, 9)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
188,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(10, 8)","(15, 13)","(12, 14)","(7, 9)","(6, 13)","(14, 12)","(11, 13)"
189,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(10, 3)","(14, 5)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
190,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(10, 3)","(15, 13)","(12, 14)","(14, 5)","(3, 8)","(4, 13)"
191,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(10, 3)","(15, 13)","(12, 14)","(14, 5)","(4, 6)","(3, 10)"
192,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(10, 3)","(15, 13)","(12, 14)","(14, 5)","(4, 6)","(6, 1)"
193,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(14, 5)","(10, 3)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
194,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(15, 13)","(10, 3)","(12, 14)","(14, 5)","(3, 8)","(4, 13)"
195,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(15, 13)","(10, 3)","(12, 14)","(14, 5)","(4, 6)","(3, 10)"
196,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(15, 13)","(10, 3)","(12, 14)","(14, 5)","(4, 6)","(6, 1)"
197,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(15, 13)","(12, 14)","(10, 3)","(14, 5)","(3, 8)","(4, 13)"
198,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(15, 13)","(12, 14)","(10, 3)","(14, 5)","(4, 6)","(3, 10)"
199,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(15, 13)","(12, 14)","(10, 3)","(14, 5)","(4, 6)","(6, 1)"
200,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(15, 13)","(12, 14)","(14, 5)","(10, 3)","(3, 8)","(4, 13)"
201,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(15, 13)","(12, 14)","(14, 5)","(10, 3)","(4, 6)","(3, 10)"
202,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 4)","(15, 13)","(12, 14)","(14, 5)","(10, 3)","(4, 6)","(6, 1)"
203,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 13)","(10, 8)","(7, 9)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
204,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 13)","(10, 8)","(14, 12)","(7, 9)","(6, 13)","(12, 14)","(15, 13)"
205,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(11, 13)","(14, 12)","(10, 8)","(7, 9)","(6, 13)","(12, 14)","(15, 13)"
206,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(14, 5)","(10, 3)","(3, 8)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
207,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(14, 5)","(10, 3)","(11, 4)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
208,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(14, 5)","(11, 4)","(10, 3)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
209,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(10, 3)","(11, 4)","(12, 14)","(14, 5)","(3, 8)","(4, 13)"
210,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(10, 3)","(11, 4)","(12, 14)","(14, 5)","(4, 6)","(3, 10)"
211,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(10, 3)","(11, 4)","(12, 14)","(14, 5)","(4, 6)","(6, 1)"
212,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(10, 3)","(12, 14)","(11, 4)","(14, 5)","(3, 8)","(4, 13)"
213,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(10, 3)","(12, 14)","(11, 4)","(14, 5)","(4, 6)","(3, 10)"
214,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(10, 3)","(12, 14)","(11, 4)","(14, 5)","(4, 6)","(6, 1)"
215,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(10, 3)","(12, 14)","(14, 5)","(3, 8)","(11, 4)","(4, 13)"
216,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(10, 3)","(12, 14)","(14, 5)","(11, 4)","(3, 8)","(4, 13)"
217,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(10, 3)","(12, 14)","(14, 5)","(11, 4)","(4, 6)","(3, 10)"
218,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(10, 3)","(12, 14)","(14, 5)","(11, 4)","(4, 6)","(6, 1)"
219,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(10, 8)","(7, 9)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
220,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(10, 8)","(12, 14)","(7, 9)","(6, 13)","(14, 12)","(11, 13)"
221,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(11, 4)","(10, 3)","(12, 14)","(14, 5)","(3, 8)","(4, 13)"
222,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(11, 4)","(10, 3)","(12, 14)","(14, 5)","(4, 6)","(3, 10)"
223,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(11, 4)","(10, 3)","(12, 14)","(14, 5)","(4, 6)","(6, 1)"
224,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(11, 4)","(12, 14)","(10, 3)","(14, 5)","(3, 8)","(4, 13)"
225,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(11, 4)","(12, 14)","(10, 3)","(14, 5)","(4, 6)","(3, 10)"
226,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(11, 4)","(12, 14)","(10, 3)","(14, 5)","(4, 6)","(6, 1)"
227,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(11, 4)","(12, 14)","(14, 5)","(10, 3)","(3, 8)","(4, 13)"
228,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(11, 4)","(12, 14)","(14, 5)","(10, 3)","(4, 6)","(3, 10)"
229,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(11, 4)","(12, 14)","(14, 5)","(10, 3)","(4, 6)","(6, 1)"
230,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(10, 3)","(11, 4)","(14, 5)","(3, 8)","(4, 13)"
231,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(10, 3)","(11, 4)","(14, 5)","(4, 6)","(3, 10)"
232,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(10, 3)","(11, 4)","(14, 5)","(4, 6)","(6, 1)"
233,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(10, 3)","(14, 5)","(3, 8)","(11, 4)","(4, 13)"
234,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(10, 3)","(14, 5)","(11, 4)","(3, 8)","(4, 13)"
235,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(10, 3)","(14, 5)","(11, 4)","(4, 6)","(3, 10)"
236,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(10, 3)","(14, 5)","(11, 4)","(4, 6)","(6, 1)"
237,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(10, 8)","(7, 9)","(6, 13)","(14, 12)","(11, 13)"
238,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(11, 4)","(10, 3)","(14, 5)","(3, 8)","(4, 13)"
239,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(11, 4)","(10, 3)","(14, 5)","(4, 6)","(3, 10)"
240,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(11, 4)","(10, 3)","(14, 5)","(4, 6)","(6, 1)"
241,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(11, 4)","(14, 5)","(10, 3)","(3, 8)","(4, 13)"
242,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(11, 4)","(14, 5)","(10, 3)","(4, 6)","(3, 10)"
243,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(11, 4)","(14, 5)","(10, 3)","(4, 6)","(6, 1)"
244,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(14, 5)","(10, 3)","(3, 8)","(11, 4)","(4, 13)"
245,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(14, 5)","(10, 3)","(11, 4)","(3, 8)","(4, 13)"
246,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(14, 5)","(10, 3)","(11, 4)","(4, 6)","(3, 10)"
247,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(14, 5)","(10, 3)","(11, 4)","(4, 6)","(6, 1)"
248,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(14, 5)","(11, 4)","(10, 3)","(3, 8)","(4, 13)"
249,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(14, 5)","(11, 4)","(10, 3)","(4, 6)","(3, 10)"
250,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(2, 7)","(15, 13)","(12, 14)","(14, 5)","(11, 4)","(10, 3)","(4, 6)","(6, 1)"
251,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(4, 1)","(10, 3)","(1, 6)","(11, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
252,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(4, 1)","(10, 3)","(1, 6)","(15, 13)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
253,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(4, 1)","(10, 3)","(11, 13)","(1, 6)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
254,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(4, 1)","(10, 3)","(11, 13)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
255,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(4, 1)","(10, 3)","(15, 13)","(1, 6)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
256,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(4, 1)","(10, 3)","(15, 13)","(12, 14)","(1, 6)","(6, 13)","(14, 12)","(11, 13)"
257,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(4, 1)","(11, 13)","(10, 3)","(1, 6)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
258,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(4, 1)","(11, 13)","(10, 3)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
259,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(4, 1)","(11, 13)","(14, 12)","(10, 3)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
260,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(4, 1)","(15, 13)","(10, 3)","(1, 6)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
261,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(4, 1)","(15, 13)","(10, 3)","(12, 14)","(1, 6)","(6, 13)","(14, 12)","(11, 13)"
262,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(4, 1)","(15, 13)","(12, 14)","(10, 3)","(1, 6)","(6, 13)","(14, 12)","(11, 13)"
263,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(11, 4)","(14, 5)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
264,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(11, 4)","(15, 13)","(12, 14)","(14, 5)","(3, 8)","(4, 13)"
265,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(11, 4)","(15, 13)","(12, 14)","(14, 5)","(4, 6)","(3, 10)"
266,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(11, 4)","(15, 13)","(12, 14)","(14, 5)","(4, 6)","(6, 1)"
267,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(14, 5)","(3, 8)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
268,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(14, 5)","(11, 4)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
269,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(15, 13)","(11, 4)","(12, 14)","(14, 5)","(3, 8)","(4, 13)"
270,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(15, 13)","(11, 4)","(12, 14)","(14, 5)","(4, 6)","(3, 10)"
271,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(15, 13)","(11, 4)","(12, 14)","(14, 5)","(4, 6)","(6, 1)"
272,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(15, 13)","(12, 14)","(11, 4)","(14, 5)","(3, 8)","(4, 13)"
273,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(15, 13)","(12, 14)","(11, 4)","(14, 5)","(4, 6)","(3, 10)"
274,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(15, 13)","(12, 14)","(11, 4)","(14, 5)","(4, 6)","(6, 1)"
275,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(15, 13)","(12, 14)","(14, 5)","(3, 8)","(11, 4)","(4, 13)"
276,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(15, 13)","(12, 14)","(14, 5)","(11, 4)","(3, 8)","(4, 13)"
277,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(15, 13)","(12, 14)","(14, 5)","(11, 4)","(4, 6)","(3, 10)"
278,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(2, 7)","(15, 13)","(12, 14)","(14, 5)","(11, 4)","(4, 6)","(6, 1)"
279,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(4, 1)","(1, 6)","(11, 13)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
280,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(4, 1)","(1, 6)","(15, 13)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
281,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(4, 1)","(11, 13)","(1, 6)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
282,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(4, 1)","(11, 13)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
283,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(4, 1)","(15, 13)","(1, 6)","(12, 14)","(6, 13)","(14, 12)","(11, 13)"
284,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(4, 1)","(15, 13)","(12, 14)","(1, 6)","(6, 13)","(14, 12)","(11, 13)"
285,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(11, 13)","(4, 1)","(1, 6)","(14, 12)","(6, 13)","(12, 14)","(15, 13)"
286,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(11, 13)","(4, 1)","(14, 12)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
287,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(11, 13)","(14, 12)","(4, 1)","(1, 6)","(6, 13)","(12, 14)","(15, 13)"
288,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(14, 5)","(2, 7)","(3, 8)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
289,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(14, 5)","(2, 7)","(11, 4)","(3, 8)","(4, 13)","(12, 14)","(15, 13)"
290,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(14, 5)","(3, 8)","(2, 7)","(11, 4)","(4, 13)","(12, 14)","(15, 13)"
291,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(15, 13)","(2, 7)","(11, 4)","(12, 14)","(14, 5)","(3, 8)","(4, 13)"
292,"(4, 1)","(6, 4)","(1, 6)","(7, 2)","(13, 4)","(10, 3)","(15, 13)","(2, 7)","(11, 4)","(12, 14)","(14, 5)","(4, 6)","(3, 10)"
